2 38.68174172 77.36348343 1.0E7 522223511.7 300 38.68174162
3 3 3 0 0
1.00003E7 520504164.5 301.0 38.6817416196697 1 1 1
1.00007E7 517089175.6 303.0 38.6817416190071 1 1 2
0.99995E7 529254122.1 296.0 38.6817416273284 1 1 3
0.99992E7 527456296.7 297.0 38.6817416209921 1 2 1
1.00002E7 517063322.9 303.0 38.6817416190020 1 2 2
0.99996E7 525707338.3 298.0 38.6817416206627 1 2 3
0.99991E7 523922921.3 299.0 38.6817416203244 1 3 1
1.00008E7 512024793.7 306.0 38.6817416180082 1 3 2
0.99999E7 523964838.9 299.0 38.6817416203323 1 3 3
1.00003E7 517068493.4 303.0 38.6817416190031 2 1 1
1.00002E7 518775453.1 302.0 38.6817416193353 2 1 2
0.99998E7 525717852.9 298.0 38.6817416206647 2 1 3
0.99990E7 540177195.8 290.0 38.6817416233237 2 2 1
0.99997E7 527482671.7 297.0 38.6817416209970 2 2 2
1.00009E7 513708700.1 305.0 38.6817416183425 2 2 3
0.99994E7 532849161.5 294.0 38.6817416219941 2 3 1
1.00012E7 507073959.7 309.0 38.6817416170124 2 3 2
1.00003E7 517068493.4 303.0 38.6817416190030 2 3 3
1.00006E7 513693290.2 305.0 38.6817416183364 3 1 1
1.00002E7 515362456.7 304.0 38.6817416186687 3 1 2
0.99992E7 527456296.7 297.0 38.6817416209980 3 1 3
0.99993E7 523933400.7 299.0 38.6817416203264 3 2 1
1.00004E7 518785828.4 302.0 38.6817416193374 3 2 2
1.00005E7 520514574.3 301.0 38.6817416196717 3 2 3
0.99996E7 523949119.8 299.0 38.6817416203294 3 3 1
0.99997E7 525712595.6 298.0 38.6817416206637 3 3 2
1.00004E7 513683017.0 305.0 38.6817416183374 3 3 3
